symbol,yf_symbol,akshare_symbol,name,market,sector_tags,market_cap,pe,float_pct,tags,is_loss,is_low_cap
600941.SH,600941.SH,600941,中国移动,CN,"数据中心,算力概念",20927.58,17.83,4.17,【低PE】【低流通】,0,0
300750.SZ,300750.SZ,300750,宁德时代,CN,华为概念,20171.51,24.32,92.01,【高流通】,0,0
601138.SH,601138.SH,601138,工业富联,CN,"CPO概念,人工智能,机器人概念,液冷概念,算力概念",12477.97,29.44,100.0,【高流通】,0,0
300308.SZ,300308.SZ,300308,中际旭创,CN,"CPO概念,无人驾驶,算力概念",9549.12,41.63,99.52,【高流通】,0,0
688981.SH,688981.SH,688981,中芯国际,CN,"国产芯片,存储芯片",9513.98,188.74,24.95,【低流通】,0,0
002594.SZ,002594.SZ,002594,比亚迪,CN,"华为概念,国产芯片,无人驾驶,机器人概念",9388.89,57.47,38.24,,0,0
688256.SH,688256.SH,688256,寒武纪,CN,"AI芯片,人工智能,国产芯片,数据中心,算力概念",7168.48,176.87,100.0,【高流通】,0,0
688041.SH,688041.SH,688041,海光信息,CN,"AI芯片,人工智能,信创,国产芯片,算力概念",6885.85,250.54,100.0,【高流通】,0,0
000333.SZ,000333.SZ,000333,美的集团,CN,"人形机器人,国产芯片,数据中心,液冷概念,鸿蒙概念",6168.82,12.17,90.12,【低PE】【高流通】,0,0
601728.SH,601728.SH,601728,中国电信,CN,"人工智能,数据中心,算力概念",5517.88,18.77,84.83,【低PE】【高流通】,0,0
300502.SZ,300502.SZ,300502,新易盛,CN,"CPO概念,算力概念",5226.4,47.0,89.07,【高流通】,0,0
002475.SZ,002475.SZ,002475,立讯精密,CN,"AI眼镜,CPO概念,华为概念,数据中心,机器人概念,液冷概念",4881.61,33.35,99.77,【高流通】,0,0
600030.SH,600030.SH,600030,中信证券,CN,华为概念,4034.15,9.87,82.16,【低PE】【高流通】,0,0
002371.SZ,002371.SZ,002371,北方华创,CN,"华为概念,华为海思,国产芯片,存储芯片",3892.28,59.52,99.92,【高流通】,0,0
002384.SZ,002384.SZ,002384,东山精密,CN,"PCB,华为概念",3420.16,77.04,75.69,,0,0
688795.SH,688795.SH,688795,摩尔线程-U,CN,"AI芯片,国产芯片,算力概念",3363.99,2864.51,6.25,【低流通】,0,0
002415.SZ,002415.SZ,002415,海康威视,CN,"AI应用,人工智能,存储芯片,无人驾驶,机器人概念",3325.93,29.9,98.71,【高流通】,0,0
300476.SZ,300476.SZ,300476,胜宏科技,CN,"PCB,人形机器人,机器人概念",3228.35,62.64,88.04,【高流通】,0,0
300059.SZ,300059.SZ,300059,东方财富,CN,"AIGC概念,AI应用,人工智能,虚拟机器人,鸿蒙概念",3217.7,21.52,84.39,【高流通】,0,0
688802.SH,688802.SH,688802,沐曦股份-U,CN,"AI芯片,国产芯片,算力概念",3032.88,-767.1,4.53,【亏损】【低流通】,1,0
000338.SZ,000338.SZ,000338,潍柴动力,CN,"数据中心,无人驾驶",2718.27,22.02,57.43,,0,0
688347.SH,688347.SH,688347,华虹公司,CN,存储芯片,2450.06,650.55,23.47,【低流通】,0,0
300394.SZ,300394.SZ,300394,天孚通信,CN,"CPO概念,华为概念,算力概念",2395.92,121.69,99.8,【高流通】,0,0
688012.SH,688012.SH,688012,中微公司,CN,"国产芯片,存储芯片",2359.09,63.38,100.0,【高流通】,0,0
000651.SZ,000651.SZ,000651,格力电器,CN,"国产芯片,机器人概念",2243.36,9.22,98.58,【低PE】【高流通】,0,0
603986.SH,603986.SH,603986,兆易创新,CN,"AI眼镜,人工智能,国产芯片,存储芯片,汽车芯片",2194.38,37.54,95.26,【高流通】,0,0
002916.SZ,002916.SZ,002916,深南电路,CN,"PCB,华为概念,国产芯片,存储芯片",2128.65,62.59,97.6,【高流通】,0,0
688008.SH,688008.SH,688008,澜起科技,CN,"AIPC,AI芯片,人工智能,国产芯片,存储芯片,算力概念",2118.07,62.49,93.8,【高流通】,0,0
600406.SH,600406.SH,600406,国电南瑞,CN,"国产芯片,数据中心",2085.85,72.3,99.71,【高流通】,0,0
002050.SZ,002050.SZ,002050,三花智控,CN,"华为汽车,机器人执行器,机器人概念",1974.4,53.21,87.55,【高流通】,0,0
002463.SZ,002463.SZ,002463,沪电股份,CN,"PCB,华为概念,国产芯片,无人驾驶",1973.82,39.73,99.92,【高流通】,0,0
002352.SZ,002352.SZ,002352,顺丰控股,CN,人工智能,1869.63,18.51,94.65,【低PE】【高流通】,0,0
002460.SZ,002460.SZ,002460,赣锋锂业,CN,人形机器人,1859.35,25.3,57.77,,0,0
600183.SH,600183.SH,600183,生益科技,CN,"PCB,华为概念,存储芯片",1858.52,40.12,98.57,【高流通】,0,0
300124.SZ,300124.SZ,300124,汇川技术,CN,"人形机器人,机器人概念",1857.31,45.82,89.02,【高流通】,0,0
302132.SZ,302132.SZ,302132,中航成飞,CN,人形机器人,1792.71,232.53,21.93,【低流通】,0,0
300033.SZ,300033.SZ,300033,同花顺,CN,"AIGC概念,AI应用,人工智能,虚拟机器人,鸿蒙概念",1768.7,172.77,58.25,,0,0
000063.SZ,000063.SZ,000063,中兴通讯,CN,"AI手机,人工智能,信创,国产芯片,数据中心,液冷概念,算力概念",1755.56,33.49,84.2,【高流通】,0,0
601766.SH,601766.SH,601766,中国中车,CN,无人驾驶,1713.32,12.68,84.77,【低PE】【高流通】,0,0
601633.SH,601633.SH,601633,长城汽车,CN,"人工智能,华为概念,无人驾驶",1702.16,45.01,72.56,,0,0
301308.SZ,301308.SZ,301308,江波龙,CN,"AIPC,AI手机,AI眼镜,信创,国产芯片,存储芯片,机器人概念",1681.28,10.88,65.47,【低PE】,0,0
002938.SZ,002938.SZ,002938,鹏鼎控股,CN,"AIPC,AI手机,AI眼镜,PCB,华为概念",1670.16,90.23,99.63,【高流通】,0,0
300408.SZ,300408.SZ,300408,三环集团,CN,华为概念,1642.44,51.92,97.56,【高流通】,0,0
600487.SH,600487.SH,600487,亨通光电,CN,"CPO概念,华为概念,机器人概念,液冷概念",1620.42,36.65,99.14,【高流通】,0,0
600104.SH,600104.SH,600104,上汽集团,CN,"华为汽车,无人驾驶",1584.05,13.09,100.0,【低PE】【高流通】,0,0
300014.SZ,300014.SZ,300014,亿纬锂能,CN,机器人概念,1562.38,27.01,97.17,【高流通】,0,0
601127.SH,601127.SH,601127,赛力斯,CN,"人工智能,华为概念,华为汽车,无人驾驶",1546.01,51.23,89.39,【高流通】,0,0
000725.SZ,000725.SZ,000725,京东方Ａ,CN,"人工智能,华为概念,国产芯片",1511.41,22.13,98.1,【高流通】,0,0
688521.SH,688521.SH,688521,芯原股份,CN,"AI眼镜,人工智能,国产芯片,无人驾驶",1477.19,-108.35,100.0,【亏损】【高流通】,1,0
300442.SZ,300442.SZ,300442,润泽科技,CN,"数据中心,机器人概念,液冷概念,算力概念",1455.55,62.5,99.72,【高流通】,0,0
600050.SH,600050.SH,600050,中国联通,CN,"华为概念,数据中心,算力概念",1413.15,16.53,99.12,【低PE】【高流通】,0,0
301666.SZ,301666.SZ,301666,大普微-UW,CN,"国产芯片,存储芯片,数据中心",1387.17,93.75,6.08,【低流通】,0,0
600176.SH,600176.SH,600176,中国巨石,CN,PCB,1381.08,27.25,100.0,【高流通】,0,0
605117.SH,605117.SH,605117,德业股份,CN,国产芯片,1369.73,28.83,100.0,【高流通】,0,0
603019.SH,603019.SH,603019,中科曙光,CN,"人工智能,信创,国产芯片,数据中心,液冷概念,算力概念",1360.11,149.24,99.97,【高流通】,0,0
300433.SZ,300433.SZ,300433,蓝思科技,CN,"AIPC,AI眼镜,人形机器人,华为概念,机器人概念,液冷概念",1356.11,-226.62,94.15,【亏损】【高流通】,1,0
600089.SH,600089.SH,600089,特变电工,CN,数据中心,1355.16,18.67,100.0,【低PE】【高流通】,0,0
688498.SH,688498.SH,688498,源杰科技,CN,国产芯片,1350.24,188.12,98.71,【高流通】,0,0
000657.SZ,000657.SZ,000657,中钨高新,CN,PCB,1325.92,35.99,63.76,,0,0
688702.SH,688702.SH,688702,盛科通信-U,CN,"国产芯片,数据中心",1320.86,-1939.05,49.51,【亏损】,1,0
300857.SZ,300857.SZ,300857,协创数据,CN,"AIGC概念,AI应用,AI眼镜,CPO概念,人工智能,国产芯片,存储芯片,算力概念",1258.43,41.93,99.48,【高流通】,0,0
601727.SH,601727.SH,601727,上海电气,CN,"人形机器人,机器人概念",1255.64,82.51,81.18,【高流通】,0,0
601868.SH,601868.SH,601868,中国能建,CN,"华为概念,机器人概念",1252.0,21.52,73.3,,0,0
688525.SH,688525.SH,688525,佰维存储,CN,"AIPC,AI手机,AI眼镜,信创,国产芯片,存储芯片,数据中心,机器人概念,汽车芯片",1248.09,10.76,100.0,【低PE】【高流通】,0,0
603501.SH,603501.SH,603501,豪威集团,CN,"华为概念,国产芯片,无人驾驶,汽车芯片",1239.71,61.62,95.98,【高流通】,0,0
600010.SH,600010.SH,600010,包钢股份,CN,"华为概念,数据中心",1222.79,-66.07,69.29,【亏损】,1,0
600118.SH,600118.SH,600118,中国卫星,CN,国产芯片,1215.6,-711.87,100.0,【亏损】【高流通】,1,0
000988.SZ,000988.SZ,000988,华工科技,CN,"CPO概念,华为概念,机器人概念",1201.88,47.06,99.95,【高流通】,0,0
688818.SH,688818.SH,688818,电科蓝天,CN,"人形机器人,机器人概念",1191.53,1998.76,7.6,【低流通】,0,0
001309.SZ,001309.SZ,001309,德明利,CN,"AIPC,信创,国产芯片,存储芯片",1190.51,8.89,71.12,【低PE】,0,0
002602.SZ,002602.SZ,002602,世纪华通,CN,"AIGC概念,AI应用,人工智能,华为概念,数据中心,算力概念",1180.05,14.55,92.21,【低PE】【高流通】,0,0
000425.SZ,000425.SZ,000425,徐工机械,CN,"人工智能,机器人概念",1168.99,14.21,76.68,【低PE】,0,0
688111.SH,688111.SH,688111,金山办公,CN,"AI应用,人工智能,信创",1167.42,13.3,100.0,【低PE】【高流通】,0,0
002281.SZ,002281.SZ,002281,光迅科技,CN,"CPO概念,华为概念,国产芯片,液冷概念",1163.87,121.27,96.63,【高流通】,0,0
002230.SZ,002230.SZ,002230,科大讯飞,CN,"AIGC概念,AI应用,人工智能,人形机器人,信创,华为概念,多模态AI,无人驾驶,机器人概念",1147.95,-169.09,91.14,【亏损】【高流通】,1,0
600522.SH,600522.SH,600522,中天科技,CN,"CPO概念,华为概念,数据中心,液冷概念",1130.37,30.75,100.0,【高流通】,0,0
603296.SH,603296.SH,603296,华勤技术,CN,"AIPC,AI眼镜,华为概念,机器人概念",1113.06,26.24,53.1,,0,0
300604.SZ,300604.SZ,300604,长川科技,CN,"国产芯片,存储芯片",1105.16,78.37,77.15,,0,0
300498.SZ,300498.SZ,300498,温氏股份,CN,华为概念,1093.91,-25.56,89.41,【亏损】【高流通】,1,0
603256.SH,603256.SH,603256,宏和科技,CN,"PCB,华为概念",1077.36,192.07,97.25,【高流通】,0,0
600418.SH,600418.SH,600418,江淮汽车,CN,"华为概念,华为汽车,无人驾驶",1067.13,-44.02,96.89,【亏损】【高流通】,1,0
600673.SH,600673.SH,600673,东阳光,CN,"人形机器人,华为概念,数据中心,机器人概念,液冷概念",1065.38,223.3,99.73,【高流通】,0,0
688808.SH,688808.SH,688808,C联讯,CN,CPO概念,1060.89,223.06,18.79,【低流通】,0,0
601689.SH,601689.SH,601689,拓普集团,CN,"华为汽车,无人驾驶,机器人执行器,机器人概念,液冷概念",1045.13,47.35,100.0,【高流通】,0,0
002008.SZ,002008.SZ,002008,大族激光,CN,"PCB,华为概念,机器人执行器,机器人概念",1037.02,73.22,92.92,【高流通】,0,0
002600.SZ,002600.SZ,002600,领益智造,CN,"AIPC,AI手机,AI眼镜,人工智能,人形机器人,华为概念,机器人概念,液冷概念",1027.51,65.59,98.52,【高流通】,0,0
000977.SZ,000977.SZ,000977,浪潮信息,CN,"人工智能,信创,国产芯片,数据中心,液冷概念,算力概念",1024.26,42.33,99.89,【高流通】,0,0
002648.SZ,002648.SZ,002648,卫星化学,CN,液冷概念,997.12,11.78,99.94,【低PE】【高流通】,0,0
600160.SH,600160.SH,600160,巨化股份,CN,"国产芯片,液冷概念",988.92,21.08,100.0,【高流通】,0,0
600029.SH,600029.SH,600029,南方航空,CN,华为概念,980.34,16.55,74.37,【低PE】,0,0
301377.SZ,301377.SZ,301377,鼎泰高科,CN,PCB,962.11,92.31,17.32,【低流通】,0,0
688783.SH,688783.SH,688783,西安奕材-U,CN,存储芯片,956.96,-151.11,4.59,【亏损】【低流通】,1,0
000625.SZ,000625.SZ,000625,长安汽车,CN,"人工智能,人形机器人,华为概念,华为汽车,无人驾驶",944.7,67.38,83.4,【高流通】,0,0
002080.SZ,002080.SZ,002080,中材科技,CN,PCB,925.82,45.61,100.0,【高流通】,0,0
002837.SZ,002837.SZ,002837,英维克,CN,"华为概念,数据中心,液冷概念",924.66,2670.08,88.68,【高流通】,0,0
300450.SZ,300450.SZ,300450,先导智能,CN,人工智能,924.51,57.01,93.14,【高流通】,0,0
300390.SZ,300390.SZ,300390,天华新能,CN,华为概念,917.98,23.69,80.92,【高流通】,0,0
600549.SH,600549.SH,600549,厦门钨业,CN,机器人概念,917.31,20.72,97.88,【高流通】,0,0
000938.SZ,000938.SZ,000938,紫光股份,CN,"CPO概念,人工智能,国产芯片,液冷概念,算力概念",914.94,29.03,100.0,【高流通】,0,0
688183.SH,688183.SH,688183,生益电子,CN,"AIPC,PCB,华为概念,无人驾驶",911.68,51.25,100.0,【高流通】,0,0
301638.SZ,301638.SZ,301638,南网数字,CN,"人工智能,国产芯片,多模态AI,鸿蒙概念",908.43,294.21,7.39,【低流通】,0,0
601231.SH,601231.SH,601231,环旭电子,CN,AI眼镜,903.08,54.11,100.0,【高流通】,0,0
000100.SZ,000100.SZ,000100,TCL科技,CN,"AI眼镜,AI芯片,华为概念",888.2,14.27,91.98,【低PE】【高流通】,0,0
300136.SZ,300136.SZ,300136,信维通信,CN,华为概念,883.39,210.55,85.29,【高流通】,0,0
301200.SZ,301200.SZ,301200,大族数控,CN,PCB,882.87,68.35,87.15,【高流通】,0,0
002241.SZ,002241.SZ,002241,歌尔股份,CN,"AI眼镜,华为概念,国产芯片",869.69,43.23,88.53,【高流通】,0,0
601179.SH,601179.SH,601179,中国西电,CN,数据中心,867.3,62.56,100.0,【高流通】,0,0
002625.SZ,002625.SZ,002625,光启技术,CN,"人工智能,人形机器人",844.17,119.81,100.0,【高流通】,0,0
600584.SH,600584.SH,600584,长电科技,CN,"CPO概念,华为海思,国产芯片,存储芯片,汽车芯片",815.26,70.21,100.0,【高流通】,0,0
300475.SZ,300475.SZ,300475,香农芯创,CN,存储芯片,812.16,15.3,95.8,【低PE】【高流通】,0,0
603195.SH,603195.SH,603195,公牛集团,CN,华为概念,810.85,19.16,99.6,【低PE】【高流通】,0,0
300757.SZ,300757.SZ,300757,罗博特科,CN,"CPO概念,华为海思",808.04,-520.4,89.88,【亏损】【高流通】,1,0
600879.SH,600879.SH,600879,航天电子,CN,国产芯片,790.84,632.11,100.0,【高流通】,0,0
002156.SZ,002156.SZ,002156,通富微电,CN,"AIPC,CPO概念,华为概念,华为海思,国产芯片,存储芯片",785.66,59.69,99.99,【高流通】,0,0
600066.SH,600066.SH,600066,宇通客车,CN,无人驾驶,783.96,29.73,100.0,【高流通】,0,0
601360.SH,601360.SH,601360,三六零,CN,"AI应用,AI智能体,人工智能,信创,多模态AI",781.85,178.89,100.0,【高流通】,0,0
002179.SZ,002179.SZ,002179,中航光电,CN,"CPO概念,华为概念,机器人概念,液冷概念",774.13,48.59,99.01,【高流通】,0,0
001389.SZ,001389.SZ,001389,广合科技,CN,"PCB,人工智能,华为概念,存储芯片",771.34,49.12,32.17,,0,0
603893.SH,603893.SH,603893,瑞芯微,CN,"AI眼镜,AI芯片,人工智能,人形机器人,华为概念,国产芯片,机器人概念",770.0,58.48,99.97,【高流通】,0,0
688396.SH,688396.SH,688396,华润微,CN,"国产芯片,存储芯片,机器人概念,汽车芯片",752.43,57.0,100.0,【高流通】,0,0
300548.SZ,300548.SZ,300548,长芯博创,CN,"CPO概念,华为概念,国产芯片",748.44,143.86,92.35,【高流通】,0,0
301165.SZ,301165.SZ,301165,锐捷网络,CN,"AIGC概念,AI智能体,CPO概念,数据中心,液冷概念,算力概念",739.14,150.32,100.0,【高流通】,0,0
688375.SH,688375.SH,688375,国博电子,CN,国产芯片,730.18,21317.68,100.0,【高流通】,0,0
600415.SH,600415.SH,600415,小商品城,CN,"人工智能,数据中心",726.57,18.34,100.0,【低PE】【高流通】,0,0
601238.SH,601238.SH,601238,广汽集团,CN,"人形机器人,华为概念,华为汽车,无人驾驶,机器人概念",716.85,-27.31,72.41,【亏损】,1,0
002851.SZ,002851.SZ,002851,麦格米特,CN,国产芯片,699.17,152.41,78.76,,0,0
688120.SH,688120.SH,688120,华海清科,CN,存储芯片,698.22,70.58,100.0,【高流通】,0,0
603228.SH,603228.SH,603228,景旺电子,CN,"CPO概念,PCB,华为概念,无人驾驶",691.05,74.25,99.08,【高流通】,0,0
000157.SZ,000157.SZ,000157,中联重科,CN,"人工智能,人形机器人,算力概念",687.56,19.44,81.74,【低PE】【高流通】,0,0
600703.SH,600703.SH,600703,三安光电,CN,"AI眼镜,国产芯片,数据中心,汽车芯片",682.0,252.62,100.0,【高流通】,0,0
688126.SH,688126.SH,688126,沪硅产业,CN,"国产芯片,存储芯片",681.17,-35.25,82.65,【亏损】【高流通】,1,0
688002.SH,688002.SH,688002,睿创微纳,CN,"人工智能,国产芯片,无人驾驶,机器人概念",680.02,35.51,100.0,【高流通】,0,0
300866.SZ,300866.SZ,300866,安克创新,CN,"人工智能,国产芯片",672.56,35.65,57.36,,0,0
688387.SH,688387.SH,688387,信科移动-U,CN,人工智能,669.39,-130.58,58.99,【亏损】,1,0
688047.SH,688047.SH,688047,龙芯中科,CN,"信创,国产芯片,算力概念",666.58,-146.22,100.0,【亏损】【高流通】,1,0
002074.SZ,002074.SZ,002074,国轩高科,CN,"华为概念,数据中心",666.54,790.0,95.7,【高流通】,0,0
688036.SH,688036.SH,688036,传音控股,CN,"AIPC,AI手机,AI智能体,AI眼镜",664.81,23.73,100.0,【高流通】,0,0
600196.SH,600196.SH,600196,复星医药,CN,机器人概念,664.67,19.08,79.33,【低PE】,0,0
300919.SZ,300919.SZ,300919,中伟新材,CN,"华为概念,机器人概念",664.23,29.9,87.55,【高流通】,0,0
688187.SH,688187.SH,688187,时代电气,CN,机器人概念,657.52,25.55,63.99,,0,0
002049.SZ,002049.SZ,002049,紫光国微,CN,"AI芯片,人工智能,国产芯片,存储芯片,汽车芯片,算力概念",656.93,49.13,99.99,【高流通】,0,0
600845.SH,600845.SH,600845,宝信软件,CN,"AI应用,人形机器人,华为概念,数据中心,机器人概念",651.09,42.69,74.34,,0,0
301217.SZ,301217.SZ,301217,铜冠铜箔,CN,PCB,649.45,152.67,100.0,【高流通】,0,0
000066.SZ,000066.SZ,000066,中国长城,CN,"信创,华为概念,国产芯片,数据中心,液冷概念",639.35,-191.16,99.99,【亏损】【高流通】,1,0
688110.SH,688110.SH,688110,东芯股份,CN,"国产芯片,存储芯片,汽车芯片",635.82,114.95,100.0,【高流通】,0,0
001391.SZ,001391.SZ,001391,国货航,CN,华为概念,634.86,33.62,12.44,【低流通】,0,0
600498.SH,600498.SH,600498,烽火通信,CN,"CPO概念,国产芯片,液冷概念,算力概念",633.99,412.84,93.63,【高流通】,0,0
002414.SZ,002414.SZ,002414,高德红外,CN,"人工智能,华为昇腾,华为概念,国产芯片,无人驾驶",633.35,43.27,79.58,,0,0
688629.SH,688629.SH,688629,华丰科技,CN,华为概念,627.87,149.33,39.43,,0,0
688777.SH,688777.SH,688777,中控技术,CN,"AI应用,AI智能体,人形机器人,机器人概念",627.33,210.0,99.5,【高流通】,0,0
002558.SZ,002558.SZ,002558,巨人网络,CN,"AIGC概念,AI应用,人工智能,华为概念,鸿蒙概念",623.76,14.43,100.0,【低PE】【高流通】,0,0
688048.SH,688048.SH,688048,长光华芯,CN,"国产芯片,数据中心,无人驾驶",620.56,3463.22,100.0,【高流通】,0,0
600105.SH,600105.SH,600105,永鼎股份,CN,"CPO概念,华为概念,国产芯片,数据中心",620.03,97.6,100.0,【高流通】,0,0
603083.SH,603083.SH,603083,剑桥科技,CN,"CPO概念,信创,华为概念,液冷概念",617.03,130.36,78.15,,0,0
002920.SZ,002920.SZ,002920,德赛西威,CN,"华为概念,华为汽车,无人驾驶,机器人概念",615.13,33.32,99.97,【高流通】,0,0
300058.SZ,300058.SZ,300058,蓝色光标,CN,"AIGC概念,AI应用,AI智能体,人工智能,智谱AI概念,机器人概念",614.65,121.85,96.87,【高流通】,0,0
300418.SZ,300418.SZ,300418,昆仑万维,CN,"AIGC概念,AI应用,AI智能体,AI芯片,AI语料,人工智能,国产芯片,多模态AI,无人驾驶,算力概念",613.37,-17.29,99.93,【亏损】【高流通】,1,0
301526.SZ,301526.SZ,301526,国际复材,CN,"PCB,华为概念",606.36,56.1,37.24,,0,0
002236.SZ,002236.SZ,002236,大华股份,CN,"AI应用,AI智能体,人工智能,信创,多模态AI,无人驾驶,机器人概念,算力概念,鸿蒙概念",604.49,21.66,73.14,,0,0
300803.SZ,300803.SZ,300803,指南针,CN,"人工智能,鸿蒙概念",599.97,134.87,99.27,【高流通】,0,0
300223.SZ,300223.SZ,300223,北京君正,CN,"人工智能,国产芯片,存储芯片,机器人概念,汽车芯片",599.22,46.96,87.16,【高流通】,0,0
688313.SH,688313.SH,688313,仕佳光子,CN,"CPO概念,国产芯片,数据中心",595.81,128.21,100.0,【高流通】,0,0
300620.SZ,300620.SZ,300620,光库科技,CN,"CPO概念,国产芯片,无人驾驶",592.95,331.36,99.17,【高流通】,0,0
600580.SH,600580.SH,600580,XD卧龙电,CN,"人形机器人,华为概念,机器人概念",591.26,53.56,99.71,【高流通】,0,0
300054.SZ,300054.SZ,300054,鼎龙股份,CN,国产芯片,591.22,58.9,77.86,,0,0
688027.SH,688027.SH,688027,国盾量子,CN,国产芯片,588.56,-773.87,78.14,【亏损】,1,0
600741.SH,600741.SH,600741,华域汽车,CN,无人驾驶,588.3,11.82,100.0,【低PE】【高流通】,0,0
000963.SZ,000963.SZ,000963,华东医药,CN,人工智能,584.87,14.59,99.96,【低PE】【高流通】,0,0
688469.SH,688469.SH,688469,芯联集成-U,CN,"机器人概念,汽车芯片",577.57,-163.41,52.84,【亏损】,1,0
601298.SH,601298.SH,601298,青岛港,CN,华为概念,574.46,10.45,83.07,【低PE】【高流通】,0,0
300782.SZ,300782.SZ,300782,卓胜微,CN,"华为概念,国产芯片",572.8,-99.23,77.96,【亏损】,1,0
300661.SZ,300661.SZ,300661,圣邦股份,CN,"人工智能,国产芯片,存储芯片",570.65,115.34,96.51,【高流通】,0,0
600895.SH,600895.SH,600895,张江高科,CN,"人工智能,国产芯片",567.13,169.77,100.0,【高流通】,0,0
601212.SH,601212.SH,601212,白银有色,CN,PCB,564.98,94.18,100.0,【高流通】,0,0
688385.SH,688385.SH,688385,复旦微电,CN,"AI芯片,国产芯片,存储芯片",560.71,94.52,65.48,,0,0
300316.SZ,300316.SZ,300316,晶盛机电,CN,"AI眼镜,国产芯片,存储芯片",558.12,136.07,94.05,【高流通】,0,0
003031.SZ,003031.SZ,003031,中瓷电子,CN,华为概念,557.14,72.06,75.41,,0,0
688009.SH,688009.SH,688009,中国通号,CN,"华为概念,国产芯片",543.26,26.05,81.41,【高流通】,0,0
300759.SZ,300759.SZ,300759,康龙化成,CN,"AI制药（医疗）,人工智能",538.51,40.14,77.29,,0,0
000559.SZ,000559.SZ,000559,万向钱潮,CN,"人形机器人,机器人概念",533.44,54.03,99.97,【高流通】,0,0
002850.SZ,002850.SZ,002850,科达利,CN,"人形机器人,机器人概念",525.17,28.47,72.2,,0,0
300037.SZ,300037.SZ,300037,新宙邦,CN,液冷概念,519.49,27.03,71.66,,0,0
601777.SH,601777.SH,601777,千里科技,CN,无人驾驶,507.72,262.41,100.0,【高流通】,0,0
600570.SH,600570.SH,600570,恒生电子,CN,"人工智能,信创,多模态AI",507.31,91.39,100.0,【高流通】,0,0
300207.SZ,300207.SZ,300207,欣旺达,CN,华为概念,506.76,111.12,92.77,【高流通】,0,0
300454.SZ,300454.SZ,300454,深信服,CN,"AI应用,人工智能,信创,算力概念",505.7,-196.0,66.74,【亏损】,1,0
002429.SZ,002429.SZ,002429,兆驰股份,CN,"AI应用,AI眼镜,PCB,汽车芯片",500.23,59.66,99.94,【高流通】,0,0
600601.SH,600601.SH,600601,方正科技,CN,"PCB,华为概念",498.75,53.83,97.58,【高流通】,0,0
603806.SH,603806.SH,603806,福斯特,CN,PCB,488.88,39.2,100.0,【高流通】,0,0
002195.SZ,002195.SZ,002195,岩山科技,CN,"AIGC概念,AIPC,AI制药（医疗）,AI应用,AI智能体,AI芯片,AI语料,人工智能,华为概念,多模态AI...",488.23,579.42,99.11,【高流通】,0,0
301396.SZ,301396.SZ,301396,宏景科技,CN,"AI智能体,人工智能,信创,算力概念",486.25,401.76,49.56,,0,0
301269.SZ,301269.SZ,301269,华大九天,CN,"人工智能,信创,国产芯片,存储芯片",484.46,-165.9,100.0,【亏损】【高流通】,1,0
688585.SH,688585.SH,688585,上纬新材,CN,"人形机器人,机器人概念",483.71,-294.45,100.0,【亏损】【高流通】,1,0
600885.SH,600885.SH,600885,宏发股份,CN,数据中心,481.92,24.88,100.0,【高流通】,0,0
600460.SH,600460.SH,600460,士兰微,CN,国产芯片,480.92,57.57,100.0,【高流通】,0,0
300432.SZ,300432.SZ,300432,富临精工,CN,"人形机器人,华为概念,华为汽车,机器人概念",480.78,59.27,98.89,【高流通】,0,0
300666.SZ,300666.SZ,300666,江丰电子,CN,"华为概念,国产芯片,存储芯片",476.81,56.83,83.34,【高流通】,0,0
300347.SZ,300347.SZ,300347,泰格医药,CN,人工智能,475.29,242.28,65.76,,0,0
002555.SZ,002555.SZ,002555,三七互娱,CN,"AI应用,华为概念,智谱AI概念",474.08,13.57,71.75,【低PE】,0,0
301511.SZ,301511.SZ,301511,德福科技,CN,PCB,474.0,80.49,59.43,,0,0
688200.SH,688200.SH,688200,华峰测控,CN,"华为概念,国产芯片",473.69,125.7,100.0,【高流通】,0,0
002436.SZ,002436.SZ,002436,兴森科技,CN,"PCB,华为概念,国产芯片,机器人概念",470.98,628.15,89.31,【高流通】,0,0
600378.SH,600378.SH,600378,昊华科技,CN,液冷概念,469.56,38.11,83.14,【高流通】,0,0
688037.SH,688037.SH,688037,芯源微,CN,"华为概念,国产芯片",468.0,3334.37,100.0,【高流通】,0,0
601126.SH,601126.SH,601126,四方股份,CN,人工智能,466.99,43.13,99.03,【高流通】,0,0
603459.SH,603459.SH,603459,红板科技,CN,"CPO概念,PCB,华为概念,存储芯片,无人驾驶",465.29,93.96,10.49,【低流通】,0,0
300628.SZ,300628.SZ,300628,亿联网络,CN,信创,462.76,17.64,57.29,【低PE】,0,0
000021.SZ,000021.SZ,000021,深科技,CN,"国产芯片,存储芯片",460.0,47.49,99.99,【高流通】,0,0
002273.SZ,002273.SZ,002273,水晶光电,CN,"AI手机,AI眼镜,人形机器人,无人驾驶",458.91,46.51,97.95,【高流通】,0,0
688568.SH,688568.SH,688568,中科星图,CN,"AI智能体,人工智能,华为概念,多模态AI,算力概念",457.78,-76.9,100.0,【亏损】【高流通】,1,0
002428.SZ,002428.SZ,002428,云南锗业,CN,华为概念,457.25,1255.2,99.99,【高流通】,0,0
300748.SZ,300748.SZ,300748,金力永磁,CN,"人形机器人,机器人概念",453.39,58.8,82.15,【高流通】,0,0
600733.SH,600733.SH,600733,北汽蓝谷,CN,"华为概念,华为汽车,无人驾驶,汽车芯片",452.7,-13.0,76.83,【亏损】,1,0
